"from","to"
"ARO.3001041TEM.176","ARO.3000375ErmB"
"ARO.3001041TEM.176","ARO.3002639APH.3....Ib"
"ARO.3001041TEM.176","ARO.3002819msrC"
"ARO.3001041TEM.176","ARO.3000967TEM.104"
"ARO.3001041TEM.176","ARO.3003047qacB"
"ARO.3001041TEM.176","ARO.3002875dfrE"
"ARO.3001041TEM.176","ARO.3004122Klebsiella"
"ARO.3001041TEM.176","ARO.3000194tetW"
"ARO.3001041TEM.176","ARO.3003056smeE"
"ARO.3001041TEM.176","ARO.3004041Klebsiella"
"ARO.3001041TEM.176","ARO.3000900TEM.30"
"ARO.3001041TEM.176","ARO.3000999TEM.135"
"ARO.3001041TEM.176","ARO.3000873TEM.1"
"ARO.3001041TEM.176","ARO.3001015TEM.148"
"ARO.3001041TEM.176","ARO.3000186tetM"
"ARO.3001041TEM.176","ARO.3000501Nocardia"
"ARO.3001041TEM.176","ARO.3004580Klebsiella"
"ARO.3001041TEM.176","ARO.3004583Klebsiella"
"ARO.3001041TEM.176","ARO.3000263marA"
"ARO.3001041TEM.176","ARO.3000828baeR"
"ARO.3001041TEM.176","ARO.3000491acrD"
"ARO.3001041TEM.176","ARO.3000508gadX"
"ARO.3001041TEM.176","ARO.3000795mdtE"
"ARO.3001041TEM.176","ARO.3000518CRP"
"ARO.3001041TEM.176","ARO.3003550mdtP"
"ARO.3001041TEM.176","ARO.3003549mdtO"
"ARO.3001041TEM.176","ARO.3003548mdtN"
"ARO.3001041TEM.176","ARO.3000829baeS"
"ARO.3001041TEM.176","ARO.3000027emrA"
"ARO.3001041TEM.176","ARO.3003576eptA"
"ARO.3001041TEM.176","ARO.3004612Escherichia"
"ARO.3001041TEM.176","ARO.3004597Klebsiella"
"ARO.3001041TEM.176","ARO.3000412sul2"
"ARO.3001041TEM.176","ARO.3000300lsaA"
"ARO.3001041TEM.176","ARO.3000984TEM.122"
"ARO.3001041TEM.176","ARO.3000990TEM.128"
"ARO.3001041TEM.176","ARO.3000391norA"
"ARO.3001041TEM.176","ARO.3000988TEM.126"
"ARO.3001041TEM.176","ARO.3000026mepA"
"ARO.3001041TEM.176","ARO.3002628aad.6."
"ARO.3001041TEM.176","ARO.3000565tet.38."
"ARO.3001041TEM.176","ARO.3001004TEM.141"
"ARO.3001041TEM.176","ARO.3000832evgA"
"ARO.3001041TEM.176","ARO.3000676H.NS"
"ARO.3001041TEM.176","ARO.3000830cpxA"
"ARO.3001041TEM.176","ARO.3000815mgrA"
"ARO.3001041TEM.176","ARO.3002641APH.3...Ia"
"ARO.3001041TEM.176","ARO.3004572Staphylococcys"
"ARO.3001041TEM.176","ARO.3003773Clostridium"
"ARO.3001041TEM.176","ARO.3000215mecR1"
"ARO.3001041TEM.176","ARO.3000621PC1"
"ARO.3001041TEM.176","ARO.3001329mdtG"
"ARO.3001041TEM.176","ARO.3003730Bifidobacteria"
"ARO.3001041TEM.176","ARO.3002647APH.3...IIIa"
"ARO.3001041TEM.176","ARO.3001327mdtK"
"ARO.3001041TEM.176","ARO.3003838gadW"
"ARO.3001041TEM.176","ARO.3000254emrY"
"ARO.3001041TEM.176","ARO.3000206emrK"
"ARO.3001041TEM.176","ARO.3004667Staphylococcus"
"ARO.3001041TEM.176","ARO.3000924TEM.55"
"ARO.3001041TEM.176","ARO.3004042Enterobacter"
"ARO.3001041TEM.176","ARO.3002830vgaALC"
"ARO.3001041TEM.176","ARO.3001030TEM.164"
"ARO.3001041TEM.176","ARO.3003922oqxA"
"ARO.3001041TEM.176","ARO.3003923oqxB"
"ARO.3001041TEM.176","ARO.3002804FosA2"
"ARO.3001041TEM.176","ARO.3001029TEM.163"
"ARO.3001041TEM.176","ARO.3001032TEM.166"
"ARO.3001041TEM.176","ARO.3000237tolC"
"ARO.3001041TEM.176","ARO.3004611Escherichia"
"ARO.3001041TEM.176","ARO.3003905ANT.4...Ib"
"ARO.3001041TEM.176","ARO.3000903TEM.33"
"ARO.3001041TEM.176","ARO.3001041TEM.176"
"ARO.3001041TEM.176","ARO.3002597AAC.6...Ie.APH.2....Ia"
"ARO.3001041TEM.176","ARO.3001394TEM.217"
"ARO.3001041TEM.176","ARO.3003949efrB"
"ARO.3001041TEM.176","ARO.3000410sul1"
"ARO.3001041TEM.176","ARO.3001046TEM.186"
"ARO.3001041TEM.176","ARO.3001328Escherichia"
"ARO.3001041TEM.176","ARO.3000823ramA"
"ARO.3001041TEM.176","ARO.3001378TEM.201"
"ARO.3001041TEM.176","ARO.3001837ACT.15"
"ARO.3001041TEM.176","ARO.3000617mecA"
"ARO.3001041TEM.176","ARO.3000904TEM.34"
"ARO.3001041TEM.176","ARO.3001383TEM.206"
"ARO.3001041TEM.176","ARO.3001384TEM.207"
"ARO.3001041TEM.176","ARO.3001385TEM.208"
"ARO.3001041TEM.176","ARO.3001386TEM.209"
"ARO.3001041TEM.176","ARO.3001393TEM.216"
"ARO.3001041TEM.176","ARO.3001838ACT.17"
"ARO.3001041TEM.176","ARO.3001839ACT.18"
"ARO.3001041TEM.176","ARO.3001847ACT.27"
"ARO.3001041TEM.176","ARO.3001852ACT.32"
"ARO.3001041TEM.176","ARO.3003158TEM.220"
"ARO.3001041TEM.176","ARO.3001391TEM.214"
"ARO.3001041TEM.176","ARO.3003209FosA5"
"ARO.3001041TEM.176","ARO.3004111FosA6"
"ARO.3001041TEM.176","ARO.3004442tet.W.N.W."
"ARO.3001041TEM.176","ARO.3000378MexB"
"ARO.3001041TEM.176","ARO.3000180tetA.P."
"ARO.3001041TEM.176","ARO.3000195tetB.P."
"ARO.3001041TEM.176","ARO.3001855ACT.35"
"ARO.3001041TEM.176","ARO.3000250ErmC"
"ARO.3001041TEM.176","ARO.3000190tetO"
"ARO.3001041TEM.176","ARO.3000596ErmX"
"ARO.3001041TEM.176","ARO.3002829vgaA"
"ARO.3001041TEM.176","ARO.3004290Escherichia"
"ARO.3001041TEM.176","ARO.3004480Bifidobacterium"
"ARO.3001041TEM.176","ARO.3003948efrA"
"ARO.3001041TEM.176","ARO.3000516emrR"
"ARO.3001041TEM.176","ARO.3003950msbA"
"ARO.3001041TEM.176","ARO.3003952yojI"
"ARO.3001041TEM.176","ARO.3002986bacA"
"ARO.3001041TEM.176","ARO.3004290Escherichia.1"
"ARO.3001041TEM.176","ARO.3001214mdtM"
"ARO.3001041TEM.176","ARO.3000216acrB"
"ARO.3001041TEM.176","ARO.3004043Escherichia"
"ARO.3001041TEM.176","ARO.3003841kdpE"
"ARO.3001041TEM.176","ARO.3000792mdtA"
"ARO.3001041TEM.176","ARO.3000793mdtB"
"ARO.3001041TEM.176","ARO.3000794mdtC"
"ARO.3001041TEM.176","ARO.3003578pmrF"
"ARO.3001041TEM.176","ARO.3000833evgS"
"ARO.3001041TEM.176","ARO.3000074emrB"
"ARO.3001041TEM.176","ARO.3000499acrE"
"ARO.3001041TEM.176","ARO.3000502acrF"
"ARO.3001041TEM.176","ARO.3000796mdtF"
"ARO.3001041TEM.176","ARO.3001216mdtH"
"ARO.3001041TEM.176","ARO.3003577ugd"
"ARO.3001041TEM.176","ARO.3000656acrS"
"ARO.3001041TEM.176","ARO.3002897SAT.4"
"ARO.3001041TEM.176","ARO.3000347ErmA"
"ARO.3001041TEM.176","ARO.3000251msrA"
"ARO.3001041TEM.176","ARO.3000521mupA"
"ARO.3001041TEM.176","ARO.3004039Escherichia"
"ARO.3001041TEM.176","ARO.3000191tetQ"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000319mphC"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003551emeA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003046qacA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001057TEM.198"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004588Klebsiella"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000804MexF"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002985arnA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004075MuxC"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004074MuxB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002865dfrC"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002660APH.6..Id"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003052smeB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000936TEM.70"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000616mel"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000375ErmB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002639APH.3....Ib"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002819msrC"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000967TEM.104"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003047qacB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002875dfrE"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004122Klebsiella"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000194tetW"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003056smeE"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004041Klebsiella"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000900TEM.30"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000999TEM.135"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000873TEM.1"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001015TEM.148"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000186tetM"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000501Nocardia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004580Klebsiella"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004583Klebsiella"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000263marA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000828baeR"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000491acrD"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000508gadX"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000795mdtE"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000518CRP"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003550mdtP"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003549mdtO"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003548mdtN"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000829baeS"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000027emrA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003576eptA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004612Escherichia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004597Klebsiella"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000412sul2"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000300lsaA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000984TEM.122"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000990TEM.128"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000391norA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000988TEM.126"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000026mepA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002628aad.6."
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000565tet.38."
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001004TEM.141"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000832evgA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000676H.NS"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000830cpxA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000815mgrA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002641APH.3...Ia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004572Staphylococcys"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003773Clostridium"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000215mecR1"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000621PC1"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001329mdtG"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003730Bifidobacteria"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002647APH.3...IIIa"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001327mdtK"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003838gadW"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000254emrY"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000206emrK"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004667Staphylococcus"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000924TEM.55"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004042Enterobacter"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002830vgaALC"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001030TEM.164"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003922oqxA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003923oqxB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002804FosA2"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001029TEM.163"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001032TEM.166"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000237tolC"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004611Escherichia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003905ANT.4...Ib"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000903TEM.33"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001041TEM.176"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002597AAC.6...Ie.APH.2....Ia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001394TEM.217"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003949efrB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000410sul1"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001046TEM.186"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001328Escherichia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000823ramA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001378TEM.201"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001837ACT.15"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000617mecA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000904TEM.34"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001383TEM.206"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001384TEM.207"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001385TEM.208"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001386TEM.209"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001393TEM.216"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001838ACT.17"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001839ACT.18"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001847ACT.27"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001852ACT.32"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003158TEM.220"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001391TEM.214"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003209FosA5"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004111FosA6"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004442tet.W.N.W."
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000378MexB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000180tetA.P."
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000195tetB.P."
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001855ACT.35"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000250ErmC"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000190tetO"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000596ErmX"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002829vgaA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004290Escherichia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004480Bifidobacterium"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003948efrA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000516emrR"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003950msbA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003952yojI"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002986bacA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004290Escherichia.1"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001214mdtM"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000216acrB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004043Escherichia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003841kdpE"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000792mdtA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000793mdtB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000794mdtC"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003578pmrF"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000833evgS"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000074emrB"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000499acrE"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000502acrF"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000796mdtF"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3001216mdtH"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3003577ugd"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000656acrS"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3002897SAT.4"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000347ErmA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000251msrA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000521mupA"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3004039Escherichia"
"ARO.3002597AAC.6...Ie.APH.2....Ia","ARO.3000191tetQ"
"ARO.3001394TEM.217","ARO.3000319mphC"
"ARO.3001394TEM.217","ARO.3003551emeA"
"ARO.3001394TEM.217","ARO.3003046qacA"
"ARO.3001394TEM.217","ARO.3001057TEM.198"
"ARO.3001394TEM.217","ARO.3004588Klebsiella"
"ARO.3001394TEM.217","ARO.3000804MexF"
"ARO.3001394TEM.217","ARO.3002985arnA"
"ARO.3001394TEM.217","ARO.3004075MuxC"
"ARO.3001394TEM.217","ARO.3004074MuxB"
"ARO.3001394TEM.217","ARO.3002865dfrC"
"ARO.3001394TEM.217","ARO.3002660APH.6..Id"
"ARO.3001394TEM.217","ARO.3003052smeB"
"ARO.3001394TEM.217","ARO.3000936TEM.70"
"ARO.3001394TEM.217","ARO.3000616mel"
"ARO.3001394TEM.217","ARO.3000375ErmB"
"ARO.3001394TEM.217","ARO.3002639APH.3....Ib"
"ARO.3001394TEM.217","ARO.3002819msrC"
"ARO.3001394TEM.217","ARO.3000967TEM.104"
"ARO.3001394TEM.217","ARO.3003047qacB"
"ARO.3001394TEM.217","ARO.3002875dfrE"
"ARO.3001394TEM.217","ARO.3004122Klebsiella"
"ARO.3001394TEM.217","ARO.3000194tetW"
"ARO.3001394TEM.217","ARO.3003056smeE"
"ARO.3001394TEM.217","ARO.3004041Klebsiella"
"ARO.3001394TEM.217","ARO.3000900TEM.30"
"ARO.3001394TEM.217","ARO.3000999TEM.135"
"ARO.3001394TEM.217","ARO.3000873TEM.1"
"ARO.3001394TEM.217","ARO.3001015TEM.148"
"ARO.3001394TEM.217","ARO.3000186tetM"
"ARO.3001394TEM.217","ARO.3000501Nocardia"
"ARO.3001394TEM.217","ARO.3004580Klebsiella"
"ARO.3001394TEM.217","ARO.3004583Klebsiella"
"ARO.3001394TEM.217","ARO.3000263marA"
"ARO.3001394TEM.217","ARO.3000828baeR"
"ARO.3001394TEM.217","ARO.3000491acrD"
"ARO.3001394TEM.217","ARO.3000508gadX"
"ARO.3001394TEM.217","ARO.3000795mdtE"
"ARO.3001394TEM.217","ARO.3000518CRP"
"ARO.3001394TEM.217","ARO.3003550mdtP"
"ARO.3001394TEM.217","ARO.3003549mdtO"
"ARO.3001394TEM.217","ARO.3003548mdtN"
"ARO.3001394TEM.217","ARO.3000829baeS"
"ARO.3001394TEM.217","ARO.3000027emrA"
"ARO.3001394TEM.217","ARO.3003576eptA"
"ARO.3001394TEM.217","ARO.3004612Escherichia"
"ARO.3001394TEM.217","ARO.3004597Klebsiella"
"ARO.3001394TEM.217","ARO.3000412sul2"
"ARO.3001394TEM.217","ARO.3000300lsaA"
"ARO.3001394TEM.217","ARO.3000984TEM.122"
"ARO.3001394TEM.217","ARO.3000990TEM.128"
"ARO.3001394TEM.217","ARO.3000391norA"
"ARO.3001394TEM.217","ARO.3000988TEM.126"
"ARO.3001394TEM.217","ARO.3000026mepA"
"ARO.3001394TEM.217","ARO.3002628aad.6."
"ARO.3001394TEM.217","ARO.3000565tet.38."
"ARO.3001394TEM.217","ARO.3001004TEM.141"
"ARO.3001394TEM.217","ARO.3000832evgA"
"ARO.3001394TEM.217","ARO.3000676H.NS"
"ARO.3001394TEM.217","ARO.3000830cpxA"
"ARO.3001394TEM.217","ARO.3000815mgrA"
"ARO.3001394TEM.217","ARO.3002641APH.3...Ia"
"ARO.3001394TEM.217","ARO.3004572Staphylococcys"
"ARO.3001394TEM.217","ARO.3003773Clostridium"
"ARO.3001394TEM.217","ARO.3000215mecR1"
"ARO.3001394TEM.217","ARO.3000621PC1"
"ARO.3001394TEM.217","ARO.3001329mdtG"
"ARO.3001394TEM.217","ARO.3003730Bifidobacteria"
"ARO.3001394TEM.217","ARO.3002647APH.3...IIIa"
"ARO.3001394TEM.217","ARO.3001327mdtK"
"ARO.3001394TEM.217","ARO.3003838gadW"
"ARO.3001394TEM.217","ARO.3000254emrY"
"ARO.3001394TEM.217","ARO.3000206emrK"
"ARO.3001394TEM.217","ARO.3004667Staphylococcus"
"ARO.3001394TEM.217","ARO.3000924TEM.55"
"ARO.3001394TEM.217","ARO.3004042Enterobacter"
"ARO.3001394TEM.217","ARO.3002830vgaALC"
"ARO.3001394TEM.217","ARO.3001030TEM.164"
"ARO.3001394TEM.217","ARO.3003922oqxA"
"ARO.3001394TEM.217","ARO.3003923oqxB"
"ARO.3001394TEM.217","ARO.3002804FosA2"
"ARO.3001394TEM.217","ARO.3001029TEM.163"
"ARO.3001394TEM.217","ARO.3001032TEM.166"
"ARO.3001394TEM.217","ARO.3000237tolC"
"ARO.3001394TEM.217","ARO.3004611Escherichia"
"ARO.3001394TEM.217","ARO.3003905ANT.4...Ib"
"ARO.3001394TEM.217","ARO.3000903TEM.33"
"ARO.3001394TEM.217","ARO.3001041TEM.176"
"ARO.3001394TEM.217","ARO.3002597AAC.6...Ie.APH.2....Ia"
"ARO.3001394TEM.217","ARO.3001394TEM.217"
"ARO.3001394TEM.217","ARO.3003949efrB"
"ARO.3001394TEM.217","ARO.3000410sul1"
"ARO.3001394TEM.217","ARO.3001046TEM.186"
"ARO.3001394TEM.217","ARO.3001328Escherichia"
"ARO.3001394TEM.217","ARO.3000823ramA"
"ARO.3001394TEM.217","ARO.3001378TEM.201"
"ARO.3001394TEM.217","ARO.3001837ACT.15"
"ARO.3001394TEM.217","ARO.3000617mecA"
"ARO.3001394TEM.217","ARO.3000904TEM.34"
"ARO.3001394TEM.217","ARO.3001383TEM.206"
"ARO.3001394TEM.217","ARO.3001384TEM.207"
"ARO.3001394TEM.217","ARO.3001385TEM.208"
"ARO.3001394TEM.217","ARO.3001386TEM.209"
"ARO.3001394TEM.217","ARO.3001393TEM.216"
"ARO.3001394TEM.217","ARO.3001838ACT.17"
"ARO.3001394TEM.217","ARO.3001839ACT.18"
"ARO.3001394TEM.217","ARO.3001847ACT.27"
"ARO.3001394TEM.217","ARO.3001852ACT.32"
"ARO.3001394TEM.217","ARO.3003158TEM.220"
"ARO.3001394TEM.217","ARO.3001391TEM.214"
"ARO.3001394TEM.217","ARO.3003209FosA5"
"ARO.3001394TEM.217","ARO.3004111FosA6"
"ARO.3001394TEM.217","ARO.3004442tet.W.N.W."
"ARO.3001394TEM.217","ARO.3000378MexB"
"ARO.3001394TEM.217","ARO.3000180tetA.P."
"ARO.3001394TEM.217","ARO.3000195tetB.P."
"ARO.3001394TEM.217","ARO.3001855ACT.35"
"ARO.3001394TEM.217","ARO.3000250ErmC"
"ARO.3001394TEM.217","ARO.3000190tetO"
"ARO.3001394TEM.217","ARO.3000596ErmX"
"ARO.3001394TEM.217","ARO.3002829vgaA"
"ARO.3001394TEM.217","ARO.3004290Escherichia"
"ARO.3001394TEM.217","ARO.3004480Bifidobacterium"
"ARO.3001394TEM.217","ARO.3003948efrA"
"ARO.3001394TEM.217","ARO.3000516emrR"
"ARO.3001394TEM.217","ARO.3003950msbA"
"ARO.3001394TEM.217","ARO.3003952yojI"
"ARO.3001394TEM.217","ARO.3002986bacA"
"ARO.3001394TEM.217","ARO.3004290Escherichia.1"
"ARO.3001394TEM.217","ARO.3001214mdtM"
"ARO.3001394TEM.217","ARO.3000216acrB"
"ARO.3001394TEM.217","ARO.3004043Escherichia"
"ARO.3001394TEM.217","ARO.3003841kdpE"
"ARO.3001394TEM.217","ARO.3000792mdtA"
"ARO.3001394TEM.217","ARO.3000793mdtB"
"ARO.3001394TEM.217","ARO.3000794mdtC"
"ARO.3001394TEM.217","ARO.3003578pmrF"
"ARO.3001394TEM.217","ARO.3000833evgS"
"ARO.3001394TEM.217","ARO.3000074emrB"
"ARO.3001394TEM.217","ARO.3000499acrE"
"ARO.3001394TEM.217","ARO.3000502acrF"
"ARO.3001394TEM.217","ARO.3000796mdtF"
"ARO.3001394TEM.217","ARO.3001216mdtH"
"ARO.3001394TEM.217","ARO.3003577ugd"
"ARO.3001394TEM.217","ARO.3000656acrS"
"ARO.3001394TEM.217","ARO.3002897SAT.4"
"ARO.3001394TEM.217","ARO.3000347ErmA"
"ARO.3001394TEM.217","ARO.3000251msrA"
"ARO.3001394TEM.217","ARO.3000521mupA"
"ARO.3001394TEM.217","ARO.3004039Escherichia"
"ARO.3001394TEM.217","ARO.3000191tetQ"
"ARO.3003949efrB","ARO.3000319mphC"
"ARO.3003949efrB","ARO.3003551emeA"
"ARO.3003949efrB","ARO.3003046qacA"
